Id,Model,Price,Age_06_15
1254,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6900,103
1255,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,108
1256,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,112
1257,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,111
1258,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,8500,105
1259,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,106
1260,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,6950,111
1261,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8000,112
1262,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,109
1263,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,110
1264,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7490,107
1265,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,8250,114
1266,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,105
1267,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,106
1268,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,9500,111
1269,TOYOTA Corolla 1.6 Linea Terra Comfort H 2/3-Doors,8950,106
1270,TOYOTA Corolla 1.3 Linea Terra wagon Stationwagen,8450,112
1271,TOYOTA Corolla 1.6 station 1 Stationwagen,7995,113
1272,TOYOTA Corolla 1.6 Linea Terra Sd 4/5-Doors,8750,112
1273,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,5950,105
1274,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,107
1275,TOYOTA Corolla 1.3 16V Linea Terra 4/5-Doors,8950,103
1276,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8750,103
1277,TOYOTA Corolla LIFTBACK 1.6 Linea Luna Liftback 4/5-Doors,7600,112
1278,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7145,114
1279,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8450,103
1280,TOYOTA Corolla 1.3i LINEA TERRA 2/3-Doors,5950,109
1281,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9000,114
1282,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7250,114
1283,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7400,109
1284,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8800,113
1285,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,105
1286,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,109
1287,TOYOTA Corolla 1.3 SDN LINEA TERRA AUT 4/5-Doors,8450,112
1288,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,109
1289,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7500,114
1290,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,110
1291,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,104
1292,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,111
1293,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,113
1294,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,112
1295,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8950,105
1296,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7750,112
1297,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,112
1298,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,112
1299,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,111
1300,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,111
1301,TOYOTA Corolla 1.6 Terra LB 4/5-Doors,6950,114
1302,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7500,114
1303,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,113
1304,TOYOTA Corolla 1.3 16v linea terra ,5950,113
1305,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,112
1306,TOYOTA Corolla 1.3 Linea Terra Hatchback 2/3-Doors,8950,106
1307,TOYOTA Corolla 1.6 VVTi Linea terra 2/3-Doors,7950,110
1308,TOYOTA Corolla 1.6 lb aut 4/5-Doors,6900,114
1309,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7450,111
1310,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8500,114
1311,TOYOTA Corolla 1.6 WGN LINEA TERRA Stationwagen,7500,107
1312,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,111
1313,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,110
1314,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,114
1315,TOYOTA Corolla 1.3 HB Linea Terra 2/3-Doors,7950,109
1316,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,109
1317,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,112
1318,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9250,107
1319,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9950,113
1320,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,108
1321,TOYOTA Corolla 1.6 16V LIFTBACK LINEA LUNA 4/5-Doors,7995,110
1322,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,104
1323,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7450,109
1324,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8250,110
1325,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8500,112
1326,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,104
1327,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9400,103
1328,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7250,114
1329,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,113
1330,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,114
1331,TOYOTA Corolla 1.6HB 2/3-Doors,8500,108
1332,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6750,114
1333,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7400,114
1334,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,112
1335,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,6900,114
1336,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,113
1337,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8950,105
1338,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,109
1339,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8495,111
1340,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,10000,109
1341,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,6999,105
1342,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,8950,114
1343,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8500,113
1344,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8750,109
1345,TOYOTA Corolla Hatchback 1.6 Terra Comfort 2/3-Doors,7499,114
1346,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9000,114
1347,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,111
1348,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,6950,114
1349,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,111
1350,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,8450,111
1351,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,108
1352,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,111
1353,TOYOTA Corolla 1.3 16V Linea Terra Liftb 4/5-Doors,7950,109
1354,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,104
1355,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,9000,113
1356,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7150,104
1357,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,110
1358,TOYOTA Corolla 1.3 I LUNA 2/3-Doors,5845,104
1359,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8500,106
1360,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8250,114
1361,TOYOTA Corolla 1.6 Linea Terra Comfort 2/3-Doors,9450,113
1362,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,103
1363,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8400,111
1364,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7900,110
1365,TOYOTA Corolla 1.6 16V HATCHBACK LINEA LUNA 2/3-Doors,7950,110
1366,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8750,114
1367,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9900,107
1368,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,6495,105
1369,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8250,104
1370,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6900,103
1371,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,108
1372,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,7950,109
1373,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,8250,114
1374,TOYOTA Corolla 1.6 VVTi Linea Luna 2/3-Doors,8950,114
1375,TOYOTA Corolla 1.6 HB LINEA LUNA 2/3-Doors,9750,104
1376,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,114
1377,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8900,112
1378,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8950,109
1379,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6750,110
1380,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,109
1381,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8600,103
1382,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,7750,114
1383,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7800,107
1384,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,107
1385,TOYOTA Corolla 1.3 16V Linea Terra Liftb 2/3-Doors,9500,113
1386,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7750,108
1387,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,113
1388,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,111
1389,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,5950,103
1390,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,110
1391,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,9450,111
1392,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,114
1393,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9750,103
1394,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,7450,112
1395,TOYOTA Corolla 1.6 LL HB 4/5-Doors,8750,109
1396,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,103
1397,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8500,107
1398,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,104
1399,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7500,113
1400,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7250,103
1401,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7450,114
1402,TOYOTA Corolla 1.3 HB LINEA TERRA AUT Anders,8750,110
1403,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9800,111
1404,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,105
1405,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,109
1406,TOYOTA Corolla LIFTBACK 1.3i Linea Terra Liftback 4/5-Doors,8950,108
1407,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,7450,104
1408,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,8950,105
1409,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,10500,112
1410,TOYOTA Corolla 1.3 16V HATCHB 2/3-Doors,7000,107
1411,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,111
1412,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7750,110
1413,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,104
1414,TOYOTA Corolla 1.6 GL LB 4/5-Doors,8250,103
1415,TOYOTA Corolla 1.6 16V HATCHB GTSI 2/3-Doors,9250,114
1416,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7900,109
1417,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8500,112
1418,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,7950,110
1419,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,103
1420,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,8750,108
1421,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7500,114
1422,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,6950,106
1423,TOYOTA Corolla 1.6 LB 4/5-Doors,8950,113
1424,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,8750,113
1425,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,107
1426,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,109
1427,TOYOTA Corolla 1.6 SDN LINEA TERRA AUT 4/5-Doors,8150,110
1428,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8500,112
1429,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7600,112
1430,TOYOTA Corolla 1.3 HB LINEA TERRA AUT 2/3-Doors,7950,114
1431,TOYOTA Corolla 1.3 3D Linea Terra 2/3-Doors,7750,107
1432,TOYOTA Corolla 1.3 Linea Terra sedan 4/5-Doors,7950,114
1433,TOYOTA Corolla 1.6 Lin.Terra Aut. 2/3-Doors,9950,112
1434,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,8950,105
1435,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,106
1436,TOYOTA Corolla 1.3 Linea Terra 4/5-Doors,8950,112
1437,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,114
1438,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,7500,103
1439,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,10845,106
1440,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,105
1441,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,104
1442,TOYOTA Corolla 1.6 LB LINEA TERRA 4/5-Doors,6950,110
